Model Number,FLUKE A3000FC
Tool Name,A3000FC - A
Logged Data

Start Time,Stop Time,Elapsed Time,Interval,Total Readings
Jun 29 2024 12:59:17,Jun 30 2024 13:52:27,1:00:53:10,00:01:00,1494

Reading,Start Time,Duration,Max Time,Max(A AC),Average(A AC),Min Time,Min (A AC),Stop Time
60,Jun 29 2024 13:58:17,00:01:00,Jun 29 2024 13:58:37,"0","0",Jun 29 2024 13:59:11,"0",Jun 29 2024 13:59:17
61,Jun 29 2024 13:59:17,00:01:00,Jun 29 2024 13:59:53,"0.1","0",Jun 29 2024 14:00:14,"0",Jun 29 2024 14:00:17
62,Jun 29 2024 14:00:17,00:01:00,Jun 29 2024 14:01:15,"0.1","0",Jun 29 2024 14:00:30,"0",Jun 29 2024 14:01:17
63,Jun 29 2024 14:01:17,00:01:00,Jun 29 2024 14:01:21,"0.1","0",Jun 29 2024 14:02:11,"0",Jun 29 2024 14:02:17
64,Jun 29 2024 14:02:17,00:01:00,Jun 29 2024 14:02:23,"0.1","0",Jun 29 2024 14:02:23,"0",Jun 29 2024 14:03:17
65,Jun 29 2024 14:03:17,00:01:00,Jun 29 2024 14:03:37,"0","0",Jun 29 2024 14:03:46,"0",Jun 29 2024 14:04:17
66,Jun 29 2024 14:04:17,00:01:00,Jun 29 2024 14:04:39,"0","0",Jun 29 2024 14:04:27,"0",Jun 29 2024 14:05:17
67,Jun 29 2024 14:05:17,00:01:00,Jun 29 2024 14:06:09,"0","0",Jun 29 2024 14:05:45,"0",Jun 29 2024 14:06:17
68,Jun 29 2024 14:06:17,00:01:00,Jun 29 2024 14:06:54,"0.1","0",Jun 29 2024 14:07:10,"0",Jun 29 2024 14:07:17
69,Jun 29 2024 14:07:17,00:01:00,Jun 29 2024 14:07:52,"0","0",Jun 29 2024 14:08:14,"0",Jun 29 2024 14:08:17
70,Jun 29 2024 14:08:17,00:01:00,Jun 29 2024 14:08:26,"0","0",Jun 29 2024 14:08:20,"0",Jun 29 2024 14:09:17
71,Jun 29 2024 14:09:17,00:01:00,Jun 29 2024 14:09:18,"0","0",Jun 29 2024 14:09:30,"0",Jun 29 2024 14:10:17
72,Jun 29 2024 14:10:17,00:01:00,Jun 29 2024 14:10:49,"0.1","0",Jun 29 2024 14:10:46,"0",Jun 29 2024 14:11:17
73,Jun 29 2024 14:11:17,00:01:00,Jun 29 2024 14:11:55,"0.1","0",Jun 29 2024 14:11:40,"0",Jun 29 2024 14:12:17
