Tool Name,A3000FC - A
Logged Data

Start Time,Stop Time,Elapsed Time,Interval,Total Readings
Jun 29 2024 12:59:24,Jun 30 2024 13:52:34,1:00:53:10,00:01:00,1494

Reading,Start Time,Duration,Max Time,Max(A AC),Average(A AC),Min Time,Min (A AC),Stop Time
65,Jun 29 2024 14:03:24,00:01:00,Jun 29 2024 14:03:44,"0","0",Jun 29 2024 14:03:53,"0",Jun 29 2024 14:04:24
66,Jun 29 2024 14:04:24,00:01:00,Jun 29 2024 14:04:46,"0","0",Jun 29 2024 14:04:34,"0",Jun 29 2024 14:05:24
67,Jun 29 2024 14:05:24,00:01:00,Jun 29 2024 14:06:16,"0","0",Jun 29 2024 14:05:52,"0",Jun 29 2024 14:06:24
68,Jun 29 2024 14:06:24,00:01:00,Jun 29 2024 14:07:01,"0.1","0",Jun 29 2024 14:07:17,"0",Jun 29 2024 14:07:24
69,Jun 29 2024 14:07:24,00:01:00,Jun 29 2024 14:07:59,"0","0",Jun 29 2024 14:08:21,"0",Jun 29 2024 14:08:24
70,Jun 29 2024 14:08:24,00:01:00,Jun 29 2024 14:08:33,"0","0",Jun 29 2024 14:08:27,"0",Jun 29 2024 14:09:24
71,Jun 29 2024 14:09:24,00:01:00,Jun 29 2024 14:09:25,"0","0",Jun 29 2024 14:09:37,"0",Jun 29 2024 14:10:24
72,Jun 29 2024 14:10:24,00:01:00,Jun 29 2024 14:10:56,"0.1","0",Jun 29 2024 14:10:53,"0",Jun 29 2024 14:11:24
73,Jun 29 2024 14:11:24,00:01:00,Jun 29 2024 14:12:02,"0.1","0",Jun 29 2024 14:11:47,"0",Jun 29 2024 14:12:24
74,Jun 29 2024 14:12:24,00:01:00,Jun 29 2024 14:12:56,"0.1","0",Jun 29 2024 14:12:55,"0",Jun 29 2024 14:13:24
75,Jun 29 2024 14:13:24,00:01:00,Jun 29 2024 14:14:06,"0.1","0",Jun 29 2024 14:13:43,"0",Jun 29 2024 14:14:24
76,Jun 29 2024 14:14:24,00:01:00,Jun 29 2024 14:15:00,"0.1","0",Jun 29 2024 14:15:20,"0",Jun 29 2024 14:15:24
77,Jun 29 2024 14:15:24,00:01:00,Jun 29 2024 14:15:34,"0.1","0",Jun 29 2024 14:16:04,"0",Jun 29 2024 14:16:24
78,Jun 29 2024 14:16:24,00:01:00,Jun 29 2024 14:16:34,"0.1","0",Jun 29 2024 14:16:29,"0",Jun 29 2024 14:17:24
79,Jun 29 2024 14:17:24,00:01:00,Jun 29 2024 14:17:50,"0.1","0",Jun 29 2024 14:17:57,"0",Jun 29 2024 14:18:24
80,Jun 29 2024 14:18:24,00:01:00,Jun 29 2024 14:19:24,"0.1","0",Jun 29 2024 14:18:49,"0",Jun 29 2024 14:19:24
81,Jun 29 2024 14:19:24,00:01:00,Jun 29 2024 14:19:24,"0.1","0",Jun 29 2024 14:20:15,"0",Jun 29 2024 14:20:24
82,Jun 29 2024 14:20:24,00:01:00,Jun 29 2024 14:20:41,"0.1","0",Jun 29 2024 14:20:27,"0",Jun 29 2024 14:21:24
83,Jun 29 2024 14:21:24,00:01:00,Jun 29 2024 14:21:29,"0.1","0",Jun 29 2024 14:22:11,"0",Jun 29 2024 14:22:24
84,Jun 29 2024 14:22:24,00:01:00,Jun 29 2024 14:23:23,"0.1","0",Jun 29 2024 14:22:25,"0",Jun 29 2024 14:23:24
85,Jun 29 2024 14:23:24,00:01:00,Jun 29 2024 14:23:49,"0.1","0",Jun 29 2024 14:23:51,"0",Jun 29 2024 14:24:24
86,Jun 29 2024 14:24:24,00:01:00,Jun 29 2024 14:25:12,"0","0",Jun 29 2024 14:24:33,"0",Jun 29 2024 14:25:24
87,Jun 29 2024 14:25:24,00:01:00,Jun 29 2024 14:25:32,"0.1","0",Jun 29 2024 14:26:00,"0",Jun 29 2024 14:26:24
88,Jun 29 2024 14:26:24,00:01:00,Jun 29 2024 14:26:46,"0.1","0",Jun 29 2024 14:27:01,"0",Jun 29 2024 14:27:24
89,Jun 29 2024 14:27:24,00:01:00,Jun 29 2024 14:27:58,"0.1","0",Jun 29 2024 14:27:35,"0",Jun 29 2024 14:28:24
90,Jun 29 2024 14:28:24,00:01:00,Jun 29 2024 14:28:58,"0.1","0",Jun 29 2024 14:28:43,"0",Jun 29 2024 14:29:24
91,Jun 29 2024 14:29:24,00:01:00,Jun 29 2024 14:30:09,"0.1","0.1",Jun 29 2024 14:30:08,"0",Jun 29 2024 14:30:24
92,Jun 29 2024 14:30:24,00:01:00,Jun 29 2024 14:30:31,"0.1","0.1",Jun 29 2024 14:31:02,"0",Jun 29 2024 14:31:24
93,Jun 29 2024 14:31:24,00:01:00,Jun 29 2024 14:31:39,"0.1","0.1",Jun 29 2024 14:31:37,"0",Jun 29 2024 14:32:24
94,Jun 29 2024 14:32:24,00:01:00,Jun 29 2024 14:33:21,"0.1","0.1",Jun 29 2024 14:33:13,"0",Jun 29 2024 14:33:24
95,Jun 29 2024 14:33:24,00:01:00,Jun 29 2024 14:34:12,"0.1","0.1",Jun 29 2024 14:34:22,"0",Jun 29 2024 14:34:24
96,Jun 29 2024 14:34:24,00:01:00,Jun 29 2024 14:34:41,"0.1","0.1",Jun 29 2024 14:34:40,"0",Jun 29 2024 14:35:24
97,Jun 29 2024 14:35:24,00:01:00,Jun 29 2024 14:35:51,"0.1","0.1",Jun 29 2024 14:35:25,"0",Jun 29 2024 14:36:24
98,Jun 29 2024 14:36:24,00:01:00,Jun 29 2024 14:36:46,"0.1","0.1",Jun 29 2024 14:36:52,"0.1",Jun 29 2024 14:37:24
99,Jun 29 2024 14:37:24,00:01:00,Jun 29 2024 14:37:48,"0.1","0.1",Jun 29 2024 14:38:12,"0.1",Jun 29 2024 14:38:24
100,Jun 29 2024 14:38:24,00:01:00,Jun 29 2024 14:38:45,"0.1","0.1",Jun 29 2024 14:39:10,"0.1",Jun 29 2024 14:39:24
101,Jun 29 2024 14:39:24,00:01:00,Jun 29 2024 14:40:13,"0.1","0.1",Jun 29 2024 14:40:01,"0.1",Jun 29 2024 14:40:24
102,Jun 29 2024 14:40:24,00:01:00,Jun 29 2024 14:40:28,"0.1","0.1",Jun 29 2024 14:41:19,"0.1",Jun 29 2024 14:41:24
103,Jun 29 2024 14:41:24,00:01:00,Jun 29 2024 14:42:08,"0.1","0.1",Jun 29 2024 14:42:18,"0.1",Jun 29 2024 14:42:24
104,Jun 29 2024 14:42:24,00:01:00,Jun 29 2024 14:43:21,"0.1","0.1",Jun 29 2024 14:42:59,"0",Jun 29 2024 14:43:24
105,Jun 29 2024 14:43:24,00:01:00,Jun 29 2024 14:43:32,"0.1","0.1",Jun 29 2024 14:44:22,"0.1",Jun 29 2024 14:44:24
106,Jun 29 2024 14:44:24,00:01:00,Jun 29 2024 14:44:39,"0.1","0.1",Jun 29 2024 14:45:18,"0.1",Jun 29 2024 14:45:24
107,Jun 29 2024 14:45:24,00:01:00,Jun 29 2024 14:46:14,"0.1","0.1",Jun 29 2024 14:45:30,"0",Jun 29 2024 14:46:24
108,Jun 29 2024 14:46:24,00:01:00,Jun 29 2024 14:46:36,"0.1","0.1",Jun 29 2024 14:46:31,"0.1",Jun 29 2024 14:47:24
109,Jun 29 2024 14:47:24,00:01:00,Jun 29 2024 14:47:47,"0.1","0.1",Jun 29 2024 14:47:27,"0.1",Jun 29 2024 14:48:24
110,Jun 29 2024 14:48:24,00:01:00,Jun 29 2024 14:48:27,"0.1","0.1",Jun 29 2024 14:48:32,"0.1",Jun 29 2024 14:49:24
111,Jun 29 2024 14:49:24,00:01:00,Jun 29 2024 14:50:21,"0.1","0.1",Jun 29 2024 14:50:02,"0",Jun 29 2024 14:50:24
112,Jun 29 2024 14:50:24,00:01:00,Jun 29 2024 14:50:36,"0.1","0.1",Jun 29 2024 14:50:55,"0.1",Jun 29 2024 14:51:24
113,Jun 29 2024 14:51:24,00:01:00,Jun 29 2024 14:52:12,"0.1","0.1",Jun 29 2024 14:51:40,"0",Jun 29 2024 14:52:24
114,Jun 29 2024 14:52:24,00:01:00,Jun 29 2024 14:52:47,"0.1","0.1",Jun 29 2024 14:52:50,"0",Jun 29 2024 14:53:24
115,Jun 29 2024 14:53:24,00:01:00,Jun 29 2024 14:54:13,"0.1","0.1",Jun 29 2024 14:53:55,"0.1",Jun 29 2024 14:54:24
116,Jun 29 2024 14:54:24,00:01:00,Jun 29 2024 14:55:02,"0.1","0.1",Jun 29 2024 14:55:19,"0.1",Jun 29 2024 14:55:24
117,Jun 29 2024 14:55:24,00:01:00,Jun 29 2024 14:55:28,"0.1","0.1",Jun 29 2024 14:56:19,"0",Jun 29 2024 14:56:24
118,Jun 29 2024 14:56:24,00:01:00,Jun 29 2024 14:56:43,"0.1","0.1",Jun 29 2024 14:57:15,"0",Jun 29 2024 14:57:24
119,Jun 29 2024 14:57:24,00:01:00,Jun 29 2024 14:57:41,"0.1","0.1",Jun 29 2024 14:57:31,"0",Jun 29 2024 14:58:24
120,Jun 29 2024 14:58:24,00:01:00,Jun 29 2024 14:58:47,"0.1","0.1",Jun 29 2024 14:59:13,"0",Jun 29 2024 14:59:24
121,Jun 29 2024 14:59:24,00:01:00,Jun 29 2024 15:00:23,"0.1","0.1",Jun 29 2024 14:59:45,"0",Jun 29 2024 15:00:24
122,Jun 29 2024 15:00:24,00:01:00,Jun 29 2024 15:00:28,"0.1","0.1",Jun 29 2024 15:00:43,"0",Jun 29 2024 15:01:24
123,Jun 29 2024 15:01:24,00:01:00,Jun 29 2024 15:02:05,"0.1","0.1",Jun 29 2024 15:01:50,"0",Jun 29 2024 15:02:24
124,Jun 29 2024 15:02:24,00:01:00,Jun 29 2024 15:02:31,"0.1","0.1",Jun 29 2024 15:02:54,"0",Jun 29 2024 15:03:24
125,Jun 29 2024 15:03:24,00:01:00,Jun 29 2024 15:03:56,"0.1","0.1",Jun 29 2024 15:04:23,"0",Jun 29 2024 15:04:24
