Model Number,FLUKE A3000FC
Tool Name,A3000FC - B
Logged Data

Start Time,Stop Time,Elapsed Time,Interval,Total Readings
Jun 29 2024 13:01:01,Jun 30 2024 13:56:34,1:00:55:33,00:01:00,1496

Reading,Start Time,Duration,Max Time,Max(A AC),Average(A AC),Min Time,Min (A AC),Stop Time
160,Jun 29 2024 15:40:01,00:01:00,Jun 29 2024 15:40:12,"12.2","9.8",Jun 29 2024 15:40:26,"8.9",Jun 29 2024 15:41:01
161,Jun 29 2024 15:41:01,00:01:00,Jun 29 2024 15:41:42,"11.8","9.8",Jun 29 2024 15:41:53,"8.8",Jun 29 2024 15:42:01
162,Jun 29 2024 15:42:01,00:01:00,Jun 29 2024 15:42:56,"10.5","9.7",Jun 29 2024 15:42:24,"8.9",Jun 29 2024 15:43:01
163,Jun 29 2024 15:43:01,00:01:00,Jun 29 2024 15:43:19,"18.9","10.2",Jun 29 2024 15:43:17,"9",Jun 29 2024 15:44:01
164,Jun 29 2024 15:44:01,00:01:00,Jun 29 2024 15:44:11,"10.9","9.4",Jun 29 2024 15:44:53,"9.2",Jun 29 2024 15:45:01
165,Jun 29 2024 15:45:01,00:01:00,Jun 29 2024 15:45:11,"10.3","9.5",Jun 29 2024 15:45:44,"9.3",Jun 29 2024 15:46:01
166,Jun 29 2024 15:46:01,00:01:00,Jun 29 2024 15:46:34,"20.7","10.1",Jun 29 2024 15:46:26,"9.4",Jun 29 2024 15:47:01
167,Jun 29 2024 15:47:01,00:01:00,Jun 29 2024 15:47:41,"11.4","9.9",Jun 29 2024 15:47:26,"9.6",Jun 29 2024 15:48:01
168,Jun 29 2024 15:48:01,00:01:00,Jun 29 2024 15:48:11,"11","9.7",Jun 29 2024 15:48:58,"9.2",Jun 29 2024 15:49:01
169,Jun 29 2024 15:49:01,00:01:00,Jun 29 2024 15:49:57,"11.2","9.5",Jun 29 2024 15:49:08,"9.2",Jun 29 2024 15:50:01
170,Jun 29 2024 15:50:01,00:01:00,Jun 29 2024 15:50:11,"10.9","9.7",Jun 29 2024 15:50:24,"9.2",Jun 29 2024 15:51:01
171,Jun 29 2024 15:51:01,00:01:00,Jun 29 2024 15:51:57,"10.3","9.6",Jun 29 2024 15:51:54,"9.2",Jun 29 2024 15:52:01
172,Jun 29 2024 15:52:01,00:01:00,Jun 29 2024 15:52:56,"10.1","9.5",Jun 29 2024 15:52:33,"9.2",Jun 29 2024 15:53:01
173,Jun 29 2024 15:53:01,00:01:00,Jun 29 2024 15:53:26,"10.2","9.6",Jun 29 2024 15:53:45,"9.3",Jun 29 2024 15:54:01
174,Jun 29 2024 15:54:01,00:01:00,Jun 29 2024 15:54:41,"10.5","9.5",Jun 29 2024 15:54:25,"9.3",Jun 29 2024 15:55:01
175,Jun 29 2024 15:55:01,00:01:00,Jun 29 2024 15:55:56,"10.4","9.4",Jun 29 2024 15:55:51,"9.1",Jun 29 2024 15:56:01
176,Jun 29 2024 15:56:01,00:01:00,Jun 29 2024 15:56:46,"20","10.1",Jun 29 2024 15:56:02,"9.2",Jun 29 2024 15:57:01
177,Jun 29 2024 15:57:01,00:01:00,Jun 29 2024 15:57:56,"11.3","10.8",Jun 29 2024 15:57:58,"10.4",Jun 29 2024 15:58:01
178,Jun 29 2024 15:58:01,00:01:00,Jun 29 2024 15:58:36,"20.3","11",Jun 29 2024 15:58:30,"10.3",Jun 29 2024 15:59:01
179,Jun 29 2024 15:59:01,00:01:00,Jun 29 2024 15:59:56,"11.9","11.2",Jun 29 2024 15:59:23,"10.9",Jun 29 2024 16:00:01
180,Jun 29 2024 16:00:01,00:01:00,Jun 29 2024 16:00:26,"12","11.3",Jun 29 2024 16:00:56,"11",Jun 29 2024 16:01:01
181,Jun 29 2024 16:01:01,00:01:00,Jun 29 2024 16:01:13,"11.8","11.3",Jun 29 2024 16:01:08,"11",Jun 29 2024 16:02:01
182,Jun 29 2024 16:02:01,00:01:00,Jun 29 2024 16:02:41,"11.9","11.2",Jun 29 2024 16:02:57,"11",Jun 29 2024 16:03:01
183,Jun 29 2024 16:03:01,00:01:00,Jun 29 2024 16:03:56,"12.2","11.2",Jun 29 2024 16:03:58,"10.8",Jun 29 2024 16:04:01
184,Jun 29 2024 16:04:01,00:01:00,Jun 29 2024 16:04:11,"12.1","11.2",Jun 29 2024 16:04:11,"10.7",Jun 29 2024 16:05:01
185,Jun 29 2024 16:05:01,00:01:00,Jun 29 2024 16:05:26,"12.6","11.2",Jun 29 2024 16:05:26,"10.9",Jun 29 2024 16:06:01
186,Jun 29 2024 16:06:01,00:01:00,Jun 29 2024 16:06:25,"26.9","11.8",Jun 29 2024 16:06:11,"11.1",Jun 29 2024 16:07:01
187,Jun 29 2024 16:07:01,00:01:00,Jun 29 2024 16:07:41,"12.7","11.5",Jun 29 2024 16:07:42,"11.1",Jun 29 2024 16:08:01
188,Jun 29 2024 16:08:01,00:01:00,Jun 29 2024 16:08:10,"12.5","11",Jun 29 2024 16:08:41,"10.6",Jun 29 2024 16:09:01
189,Jun 29 2024 16:09:01,00:01:00,Jun 29 2024 16:09:26,"12.3","10.9",Jun 29 2024 16:09:26,"10.4",Jun 29 2024 16:10:01
190,Jun 29 2024 16:10:01,00:01:00,Jun 29 2024 16:10:11,"12","10.7",Jun 29 2024 16:10:56,"10.3",Jun 29 2024 16:11:01
191,Jun 29 2024 16:11:01,00:01:00,Jun 29 2024 16:11:26,"12.2","10.9",Jun 29 2024 16:11:02,"10.5",Jun 29 2024 16:12:01
192,Jun 29 2024 16:12:01,00:01:00,Jun 29 2024 16:12:41,"11.6","10.8",Jun 29 2024 16:12:28,"10.6",Jun 29 2024 16:13:01
193,Jun 29 2024 16:13:01,00:01:00,Jun 29 2024 16:13:11,"12.2","10.8",Jun 29 2024 16:13:13,"10.5",Jun 29 2024 16:14:01
194,Jun 29 2024 16:14:01,00:01:00,Jun 29 2024 16:14:11,"11.8","10.2",Jun 29 2024 16:14:26,"9.4",Jun 29 2024 16:15:01
195,Jun 29 2024 16:15:01,00:01:00,Jun 29 2024 16:15:11,"11.1","9.9",Jun 29 2024 16:15:18,"9.6",Jun 29 2024 16:16:01
196,Jun 29 2024 16:16:01,00:01:00,Jun 29 2024 16:16:26,"10.4","9.8",Jun 29 2024 16:16:20,"9.5",Jun 29 2024 16:17:01
197,Jun 29 2024 16:17:01,00:01:00,Jun 29 2024 16:17:56,"11.1","9.8",Jun 29 2024 16:17:41,"9.3",Jun 29 2024 16:18:01
198,Jun 29 2024 16:18:01,00:01:00,Jun 29 2024 16:18:11,"10.5","9.8",Jun 29 2024 16:18:56,"9.5",Jun 29 2024 16:19:01
199,Jun 29 2024 16:19:01,00:01:00,Jun 29 2024 16:19:55,"10.6","9.7",Jun 29 2024 16:19:41,"9.3",Jun 29 2024 16:20:01
200,Jun 29 2024 16:20:01,00:01:00,Jun 29 2024 16:20:26,"11.6","10",Jun 29 2024 16:20:04,"9.3",Jun 29 2024 16:21:01
201,Jun 29 2024 16:21:01,00:01:00,Jun 29 2024 16:21:10,"10.9","9.7",Jun 29 2024 16:21:36,"9.4",Jun 29 2024 16:22:01
202,Jun 29 2024 16:22:01,00:01:00,Jun 29 2024 16:22:55,"10.8","9.8",Jun 29 2024 16:22:59,"9.2",Jun 29 2024 16:23:01
203,Jun 29 2024 16:23:01,00:01:00,Jun 29 2024 16:23:25,"11","9.5",Jun 29 2024 16:23:26,"9.1",Jun 29 2024 16:24:01
204,Jun 29 2024 16:24:01,00:01:00,Jun 29 2024 16:24:25,"10.8","9.7",Jun 29 2024 16:24:26,"9.4",Jun 29 2024 16:25:01
205,Jun 29 2024 16:25:01,00:01:00,Jun 29 2024 16:25:40,"10.8","9.6",Jun 29 2024 16:25:41,"9.1",Jun 29 2024 16:26:01
206,Jun 29 2024 16:26:01,00:01:00,Jun 29 2024 16:26:32,"10.3","9.9",Jun 29 2024 16:26:01,"9.3",Jun 29 2024 16:27:01
207,Jun 29 2024 16:27:01,00:01:00,Jun 29 2024 16:27:40,"10.8","9.8",Jun 29 2024 16:27:07,"9.3",Jun 29 2024 16:28:01
208,Jun 29 2024 16:28:01,00:01:00,Jun 29 2024 16:28:46,"19.7","9.9",Jun 29 2024 16:28:11,"9.3",Jun 29 2024 16:29:01
209,Jun 29 2024 16:29:01,00:01:00,Jun 29 2024 16:29:11,"11","10.2",Jun 29 2024 16:30:00,"9.8",Jun 29 2024 16:30:01
210,Jun 29 2024 16:30:01,00:01:00,Jun 29 2024 16:30:41,"10.7","10.1",Jun 29 2024 16:30:08,"9.8",Jun 29 2024 16:31:01
211,Jun 29 2024 16:31:01,00:01:00,Jun 29 2024 16:31:11,"10.9","10.2",Jun 29 2024 16:31:52,"9.9",Jun 29 2024 16:32:01
212,Jun 29 2024 16:32:01,00:01:00,Jun 29 2024 16:32:10,"11.4","10",Jun 29 2024 16:32:26,"9.7",Jun 29 2024 16:33:01
213,Jun 29 2024 16:33:01,00:01:00,Jun 29 2024 16:33:36,"20.7","10.8",Jun 29 2024 16:33:11,"9.9",Jun 29 2024 16:34:01
214,Jun 29 2024 16:34:01,00:01:00,Jun 29 2024 16:34:56,"11.8","11.2",Jun 29 2024 16:34:08,"10.8",Jun 29 2024 16:35:01
215,Jun 29 2024 16:35:01,00:01:00,Jun 29 2024 16:35:41,"12.6","11.3",Jun 29 2024 16:35:59,"10.7",Jun 29 2024 16:36:01
216,Jun 29 2024 16:36:01,00:01:00,Jun 29 2024 16:36:55,"13.3","11.2",Jun 29 2024 16:36:44,"10.5",Jun 29 2024 16:37:01
217,Jun 29 2024 16:37:01,00:01:00,Jun 29 2024 16:37:29,"12.3","11.1",Jun 29 2024 16:37:53,"10.6",Jun 29 2024 16:38:01
218,Jun 29 2024 16:38:01,00:01:00,Jun 29 2024 16:38:25,"11.9","10.9",Jun 29 2024 16:38:11,"10.4",Jun 29 2024 16:39:01
219,Jun 29 2024 16:39:01,00:01:00,Jun 29 2024 16:39:10,"11.8","10.8",Jun 29 2024 16:39:03,"10.5",Jun 29 2024 16:40:01
220,Jun 29 2024 16:40:01,00:01:00,Jun 29 2024 16:40:40,"12","10.8",Jun 29 2024 16:40:58,"10.5",Jun 29 2024 16:41:01
221,Jun 29 2024 16:41:01,00:01:00,Jun 29 2024 16:41:41,"11.7","11",Jun 29 2024 16:41:04,"10.4",Jun 29 2024 16:42:01
222,Jun 29 2024 16:42:01,00:01:00,Jun 29 2024 16:42:25,"11.5","10.9",Jun 29 2024 16:42:51,"10.5",Jun 29 2024 16:43:01
223,Jun 29 2024 16:43:01,00:01:00,Jun 29 2024 16:43:25,"11.9","10.7",Jun 29 2024 16:43:30,"10.5",Jun 29 2024 16:44:01
224,Jun 29 2024 16:44:01,00:01:00,Jun 29 2024 16:44:40,"12","10.7",Jun 29 2024 16:44:40,"10.3",Jun 29 2024 16:45:01
225,Jun 29 2024 16:45:01,00:01:00,Jun 29 2024 16:45:26,"11.4","10.7",Jun 29 2024 16:45:40,"10.3",Jun 29 2024 16:46:01
226,Jun 29 2024 16:46:01,00:01:00,Jun 29 2024 16:46:10,"11.4","10.7",Jun 29 2024 16:46:55,"9.7",Jun 29 2024 16:47:01
227,Jun 29 2024 16:47:01,00:01:00,Jun 29 2024 16:47:40,"11.1","10",Jun 29 2024 16:47:12,"9.8",Jun 29 2024 16:48:01
228,Jun 29 2024 16:48:01,00:01:00,Jun 29 2024 16:48:55,"10.7","9.9",Jun 29 2024 16:48:25,"9.6",Jun 29 2024 16:49:01
229,Jun 29 2024 16:49:01,00:01:00,Jun 29 2024 16:49:25,"10.7","10.1",Jun 29 2024 16:49:10,"9.6",Jun 29 2024 16:50:01
230,Jun 29 2024 16:50:01,00:01:00,Jun 29 2024 16:50:25,"11.4","9.9",Jun 29 2024 16:50:34,"9.6",Jun 29 2024 16:51:01
231,Jun 29 2024 16:51:01,00:01:00,Jun 29 2024 16:51:25,"11.1","9.9",Jun 29 2024 16:51:12,"9.5",Jun 29 2024 16:52:01
232,Jun 29 2024 16:52:01,00:01:00,Jun 29 2024 16:52:55,"12.8","10.8",Jun 29 2024 16:52:39,"8.6",Jun 29 2024 16:53:01
233,Jun 29 2024 16:53:01,00:01:00,Jun 29 2024 16:53:41,"33.2","13.3",Jun 29 2024 16:53:25,"11.4",Jun 29 2024 16:54:01
234,Jun 29 2024 16:54:01,00:01:00,Jun 29 2024 16:54:55,"25.6","24.1",Jun 29 2024 16:54:01,"16.1",Jun 29 2024 16:55:01
235,Jun 29 2024 16:55:01,00:01:00,Jun 29 2024 16:55:25,"26","25",Jun 29 2024 16:56:00,"22.1",Jun 29 2024 16:56:01
236,Jun 29 2024 16:56:01,00:01:00,Jun 29 2024 16:56:55,"25.9","23",Jun 29 2024 16:56:57,"19.7",Jun 29 2024 16:57:01
237,Jun 29 2024 16:57:01,00:01:00,Jun 29 2024 16:57:25,"25.8","22.9",Jun 29 2024 16:57:43,"19.4",Jun 29 2024 16:58:01
238,Jun 29 2024 16:58:01,00:01:00,Jun 29 2024 16:58:51,"29.1","19.8",Jun 29 2024 16:58:44,"15.4",Jun 29 2024 16:59:01
239,Jun 29 2024 16:59:01,00:01:00,Jun 29 2024 16:59:10,"20.9","13.9",Jun 29 2024 16:59:26,"12.4",Jun 29 2024 17:00:01
240,Jun 29 2024 17:00:01,00:01:00,Jun 29 2024 17:00:40,"13.4","12.6",Jun 29 2024 17:00:25,"12.2",Jun 29 2024 17:01:01
241,Jun 29 2024 17:01:01,00:01:00,Jun 29 2024 17:01:02,"12.8","9.8",Jun 29 2024 17:01:46,"9.4",Jun 29 2024 17:02:01
242,Jun 29 2024 17:02:01,00:01:00,Jun 29 2024 17:02:38,"21.6","10.1",Jun 29 2024 17:02:32,"9.5",Jun 29 2024 17:03:01
243,Jun 29 2024 17:03:01,00:01:00,Jun 29 2024 17:03:40,"11.5","10.4",Jun 29 2024 17:03:58,"9.6",Jun 29 2024 17:04:01
244,Jun 29 2024 17:04:01,00:01:00,Jun 29 2024 17:04:40,"10.5","9.9",Jun 29 2024 17:04:52,"9.6",Jun 29 2024 17:05:01
245,Jun 29 2024 17:05:01,00:01:00,Jun 29 2024 17:05:55,"10.5","10",Jun 29 2024 17:05:18,"9.5",Jun 29 2024 17:06:01
246,Jun 29 2024 17:06:01,00:01:00,Jun 29 2024 17:06:40,"10.5","9.9",Jun 29 2024 17:06:42,"9.6",Jun 29 2024 17:07:01
247,Jun 29 2024 17:07:01,00:01:00,Jun 29 2024 17:07:25,"11","9.9",Jun 29 2024 17:07:55,"9.5",Jun 29 2024 17:08:01
248,Jun 29 2024 17:08:01,00:01:00,Jun 29 2024 17:08:25,"10.9","9.7",Jun 29 2024 17:08:25,"9.4",Jun 29 2024 17:09:01
249,Jun 29 2024 17:09:01,00:01:00,Jun 29 2024 17:09:10,"10.9","9.9",Jun 29 2024 17:09:14,"9.5",Jun 29 2024 17:10:01
250,Jun 29 2024 17:10:01,00:01:00,Jun 29 2024 17:10:55,"10.6","9.8",Jun 29 2024 17:10:27,"9.5",Jun 29 2024 17:11:01
251,Jun 29 2024 17:11:01,00:01:00,Jun 29 2024 17:11:40,"11.1","9.8",Jun 29 2024 17:11:25,"9.5",Jun 29 2024 17:12:01
252,Jun 29 2024 17:12:01,00:01:00,Jun 29 2024 17:12:55,"10.8","9.7",Jun 29 2024 17:12:40,"9.4",Jun 29 2024 17:13:01
253,Jun 29 2024 17:13:01,00:01:00,Jun 29 2024 17:13:02,"20.5","11.3",Jun 29 2024 17:13:02,"9.7",Jun 29 2024 17:14:01
254,Jun 29 2024 17:14:01,00:01:00,Jun 29 2024 17:14:10,"12","11",Jun 29 2024 17:14:10,"10.4",Jun 29 2024 17:15:01
255,Jun 29 2024 17:15:01,00:01:00,Jun 29 2024 17:15:10,"11.9","11.2",Jun 29 2024 17:15:57,"11",Jun 29 2024 17:16:01
256,Jun 29 2024 17:16:01,00:01:00,Jun 29 2024 17:16:55,"11.8","11.2",Jun 29 2024 17:16:56,"10.9",Jun 29 2024 17:17:01
257,Jun 29 2024 17:17:01,00:01:00,Jun 29 2024 17:17:10,"11.8","11.1",Jun 29 2024 17:17:57,"10.8",Jun 29 2024 17:18:01
258,Jun 29 2024 17:18:01,00:01:00,Jun 29 2024 17:18:55,"11.7","10.9",Jun 29 2024 17:18:25,"10.5",Jun 29 2024 17:19:01
259,Jun 29 2024 17:19:01,00:01:00,Jun 29 2024 17:19:40,"11.7","11",Jun 29 2024 17:19:57,"10.8",Jun 29 2024 17:20:01
260,Jun 29 2024 17:20:01,00:01:00,Jun 29 2024 17:20:10,"11.6","10.8",Jun 29 2024 17:20:50,"10.5",Jun 29 2024 17:21:01
261,Jun 29 2024 17:21:01,00:01:00,Jun 29 2024 17:21:57,"12.5","10.8",Jun 29 2024 17:21:45,"10.4",Jun 29 2024 17:22:01
262,Jun 29 2024 17:22:01,00:01:00,Jun 29 2024 17:22:02,"12","10.9",Jun 29 2024 17:22:55,"10.5",Jun 29 2024 17:23:01
263,Jun 29 2024 17:23:01,00:01:00,Jun 29 2024 17:23:10,"12","10.8",Jun 29 2024 17:23:19,"10.4",Jun 29 2024 17:24:01
264,Jun 29 2024 17:24:01,00:01:00,Jun 29 2024 17:24:10,"11.7","11.1",Jun 29 2024 17:24:29,"10.7",Jun 29 2024 17:25:01
265,Jun 29 2024 17:25:01,00:01:00,Jun 29 2024 17:25:40,"12","11",Jun 29 2024 17:25:12,"10.8",Jun 29 2024 17:26:01
266,Jun 29 2024 17:26:01,00:01:00,Jun 29 2024 17:26:55,"11.6","10.9",Jun 29 2024 17:26:56,"10.5",Jun 29 2024 17:27:01
267,Jun 29 2024 17:27:01,00:01:00,Jun 29 2024 17:27:55,"11.7","11",Jun 29 2024 17:27:08,"10.5",Jun 29 2024 17:28:01
268,Jun 29 2024 17:28:01,00:01:00,Jun 29 2024 17:28:55,"12.2","10.8",Jun 29 2024 17:29:01,"10.5",Jun 29 2024 17:29:01
269,Jun 29 2024 17:29:01,00:01:00,Jun 29 2024 17:29:55,"12","10.7",Jun 29 2024 17:29:40,"10.5",Jun 29 2024 17:30:01
270,Jun 29 2024 17:30:01,00:01:00,Jun 29 2024 17:30:40,"11.9","10.8",Jun 29 2024 17:30:40,"10.5",Jun 29 2024 17:31:01
271,Jun 29 2024 17:31:01,00:01:00,Jun 29 2024 17:31:40,"12.1","10.8",Jun 29 2024 17:31:40,"10.5",Jun 29 2024 17:32:01
272,Jun 29 2024 17:32:01,00:01:00,Jun 29 2024 17:32:03,"11.3","10.1",Jun 29 2024 17:32:25,"9.4",Jun 29 2024 17:33:01
273,Jun 29 2024 17:33:01,00:01:00,Jun 29 2024 17:33:10,"10.4","9.8",Jun 29 2024 17:33:55,"9.3",Jun 29 2024 17:34:01
274,Jun 29 2024 17:34:01,00:01:00,Jun 29 2024 17:34:25,"10.2","9.6",Jun 29 2024 17:34:09,"9.3",Jun 29 2024 17:35:01
275,Jun 29 2024 17:35:01,00:01:00,Jun 29 2024 17:35:10,"10.4","9.7",Jun 29 2024 17:35:07,"9.4",Jun 29 2024 17:36:01
276,Jun 29 2024 17:36:01,00:01:00,Jun 29 2024 17:36:40,"10.7","9.7",Jun 29 2024 17:36:40,"9.3",Jun 29 2024 17:37:01
277,Jun 29 2024 17:37:01,00:01:00,Jun 29 2024 17:37:55,"10.4","9.7",Jun 29 2024 17:37:25,"9.3",Jun 29 2024 17:38:01
278,Jun 29 2024 17:38:01,00:01:00,Jun 29 2024 17:38:55,"10.4","9.8",Jun 29 2024 17:38:41,"9.5",Jun 29 2024 17:39:01
279,Jun 29 2024 17:39:01,00:01:00,Jun 29 2024 17:39:55,"10.8","9.6",Jun 29 2024 17:39:46,"9.3",Jun 29 2024 17:40:01
280,Jun 29 2024 17:40:01,00:01:00,Jun 29 2024 17:40:55,"10.5","9.9",Jun 29 2024 17:40:10,"9.4",Jun 29 2024 17:41:01
281,Jun 29 2024 17:41:01,00:01:00,Jun 29 2024 17:41:40,"10.5","9.8",Jun 29 2024 17:41:51,"9.6",Jun 29 2024 17:42:01
282,Jun 29 2024 17:42:01,00:01:00,Jun 29 2024 17:42:10,"10.7","9.7",Jun 29 2024 17:42:25,"9.4",Jun 29 2024 17:43:01
283,Jun 29 2024 17:43:01,00:01:00,Jun 29 2024 17:43:55,"11.8","10",Jun 29 2024 17:43:10,"9.5",Jun 29 2024 17:44:01
284,Jun 29 2024 17:44:01,00:01:00,Jun 29 2024 17:44:57,"11.2","9.9",Jun 29 2024 17:44:41,"9.5",Jun 29 2024 17:45:01
285,Jun 29 2024 17:45:01,00:01:00,Jun 29 2024 17:45:09,"11","10",Jun 29 2024 17:45:17,"9.5",Jun 29 2024 17:46:01
286,Jun 29 2024 17:46:01,00:01:00,Jun 29 2024 17:46:17,"11.2","10.2",Jun 29 2024 17:46:57,"9.5",Jun 29 2024 17:47:01
287,Jun 29 2024 17:47:01,00:01:00,Jun 29 2024 17:47:55,"11.6","10.1",Jun 29 2024 17:47:02,"9.5",Jun 29 2024 17:48:01
288,Jun 29 2024 17:48:01,00:01:00,Jun 29 2024 17:48:40,"11.3","10",Jun 29 2024 17:48:10,"9.4",Jun 29 2024 17:49:01
289,Jun 29 2024 17:49:01,00:01:00,Jun 29 2024 17:49:33,"10.9","9.9",Jun 29 2024 17:49:10,"9.6",Jun 29 2024 17:50:01
290,Jun 29 2024 17:50:01,00:01:00,Jun 29 2024 17:50:55,"10.8","9.7",Jun 29 2024 17:50:50,"9.4",Jun 29 2024 17:51:01
291,Jun 29 2024 17:51:01,00:01:00,Jun 29 2024 17:51:40,"11.1","9.6",Jun 29 2024 17:51:40,"9.2",Jun 29 2024 17:52:01
292,Jun 29 2024 17:52:01,00:01:00,Jun 29 2024 17:52:10,"10.7","9.7",Jun 29 2024 17:52:25,"9.4",Jun 29 2024 17:53:01
293,Jun 29 2024 17:53:01,00:01:00,Jun 29 2024 17:53:40,"11","9.7",Jun 29 2024 17:53:04,"9.5",Jun 29 2024 17:54:01
294,Jun 29 2024 17:54:01,00:01:00,Jun 29 2024 17:54:40,"10.3","9.8",Jun 29 2024 17:54:54,"9.6",Jun 29 2024 17:55:01
295,Jun 29 2024 17:55:01,00:01:00,Jun 29 2024 17:55:34,"20.2","10.6",Jun 29 2024 17:55:33,"9.6",Jun 29 2024 17:56:01
296,Jun 29 2024 17:56:01,00:01:00,Jun 29 2024 17:56:40,"12.2","11",Jun 29 2024 17:56:55,"10.7",Jun 29 2024 17:57:01
297,Jun 29 2024 17:57:01,00:01:00,Jun 29 2024 17:57:55,"12.1","10.9",Jun 29 2024 17:57:25,"10.7",Jun 29 2024 17:58:01
298,Jun 29 2024 17:58:01,00:01:00,Jun 29 2024 17:58:52,"11.7","11.1",Jun 29 2024 17:58:10,"10.6",Jun 29 2024 17:59:01
299,Jun 29 2024 17:59:01,00:01:00,Jun 29 2024 17:59:09,"29","15",Jun 29 2024 17:59:08,"11",Jun 29 2024 18:00:01
300,Jun 29 2024 18:00:01,00:01:00,Jun 29 2024 18:00:25,"16.8","15.1",Jun 29 2024 18:01:00,"10.9",Jun 29 2024 18:01:01
301,Jun 29 2024 18:01:01,00:01:00,Jun 29 2024 18:01:55,"12.2","10.9",Jun 29 2024 18:01:26,"10.7",Jun 29 2024 18:02:01
302,Jun 29 2024 18:02:01,00:01:00,Jun 29 2024 18:02:40,"12.2","10.8",Jun 29 2024 18:02:40,"10.4",Jun 29 2024 18:03:01
303,Jun 29 2024 18:03:01,00:01:00,Jun 29 2024 18:03:55,"12.3","10.9",Jun 29 2024 18:03:22,"10.6",Jun 29 2024 18:04:01
304,Jun 29 2024 18:04:01,00:01:00,Jun 29 2024 18:04:40,"12.2","11.1",Jun 29 2024 18:04:55,"10.6",Jun 29 2024 18:05:01
305,Jun 29 2024 18:05:01,00:01:00,Jun 29 2024 18:05:55,"11.8","10.8",Jun 29 2024 18:05:55,"10.5",Jun 29 2024 18:06:01
306,Jun 29 2024 18:06:01,00:01:00,Jun 29 2024 18:06:55,"12.3","10.8",Jun 29 2024 18:06:55,"10.4",Jun 29 2024 18:07:01
307,Jun 29 2024 18:07:01,00:01:00,Jun 29 2024 18:07:40,"11.9","10.9",Jun 29 2024 18:07:09,"10.6",Jun 29 2024 18:08:01
308,Jun 29 2024 18:08:01,00:01:00,Jun 29 2024 18:08:25,"11.8","10.7",Jun 29 2024 18:08:42,"10.5",Jun 29 2024 18:09:01
309,Jun 29 2024 18:09:01,00:01:00,Jun 29 2024 18:09:40,"12.1","10.9",Jun 29 2024 18:09:03,"10.5",Jun 29 2024 18:10:01
310,Jun 29 2024 18:10:01,00:01:00,Jun 29 2024 18:10:25,"12.7","11.2",Jun 29 2024 18:10:10,"10.6",Jun 29 2024 18:11:01
311,Jun 29 2024 18:11:01,00:01:00,Jun 29 2024 18:11:55,"13.2","11.3",Jun 29 2024 18:11:25,"10.6",Jun 29 2024 18:12:01
312,Jun 29 2024 18:12:01,00:01:00,Jun 29 2024 18:12:36,"12.4","11.1",Jun 29 2024 18:12:10,"10.7",Jun 29 2024 18:13:01
313,Jun 29 2024 18:13:01,00:01:00,Jun 29 2024 18:13:25,"12.5","11.1",Jun 29 2024 18:13:10,"10.6",Jun 29 2024 18:14:01
314,Jun 29 2024 18:14:01,00:01:00,Jun 29 2024 18:14:40,"12.6","10.9",Jun 29 2024 18:14:55,"9.3",Jun 29 2024 18:15:01
315,Jun 29 2024 18:15:01,00:01:00,Jun 29 2024 18:15:40,"12","9.7",Jun 29 2024 18:15:32,"9.3",Jun 29 2024 18:16:01
316,Jun 29 2024 18:16:01,00:01:00,Jun 29 2024 18:16:38,"25.3","10.5",Jun 29 2024 18:16:25,"9.5",Jun 29 2024 18:17:01
317,Jun 29 2024 18:17:01,00:01:00,Jun 29 2024 18:17:25,"12.8","11",Jun 29 2024 18:17:39,"10.4",Jun 29 2024 18:18:01
318,Jun 29 2024 18:18:01,00:01:00,Jun 29 2024 18:18:40,"12.2","10.7",Jun 29 2024 18:18:25,"10.2",Jun 29 2024 18:19:01
319,Jun 29 2024 18:19:01,00:01:00,Jun 29 2024 18:19:25,"12.6","10.9",Jun 29 2024 18:19:40,"10.2",Jun 29 2024 18:20:01
320,Jun 29 2024 18:20:01,00:01:00,Jun 29 2024 18:20:25,"12.8","10.8",Jun 29 2024 18:20:47,"10.2",Jun 29 2024 18:21:01
321,Jun 29 2024 18:21:01,00:01:00,Jun 29 2024 18:21:56,"13.4","10.9",Jun 29 2024 18:21:10,"10.2",Jun 29 2024 18:22:01
322,Jun 29 2024 18:22:01,00:01:00,Jun 29 2024 18:22:55,"11.6","10.6",Jun 29 2024 18:22:57,"10.3",Jun 29 2024 18:23:01
323,Jun 29 2024 18:23:01,00:01:00,Jun 29 2024 18:23:10,"11.2","10.5",Jun 29 2024 18:23:29,"10.3",Jun 29 2024 18:24:01
324,Jun 29 2024 18:24:01,00:01:00,Jun 29 2024 18:24:27,"12.1","10.9",Jun 29 2024 18:24:14,"10.2",Jun 29 2024 18:25:01
325,Jun 29 2024 18:25:01,00:01:00,Jun 29 2024 18:25:55,"12.2","10.8",Jun 29 2024 18:25:23,"10.3",Jun 29 2024 18:26:01
326,Jun 29 2024 18:26:01,00:01:00,Jun 29 2024 18:26:25,"12.2","10.8",Jun 29 2024 18:26:12,"10.2",Jun 29 2024 18:27:01
327,Jun 29 2024 18:27:01,00:01:00,Jun 29 2024 18:27:55,"12.6","10.9",Jun 29 2024 18:27:30,"10.2",Jun 29 2024 18:28:01
328,Jun 29 2024 18:28:01,00:01:00,Jun 29 2024 18:28:47,"19.6","15.5",Jun 29 2024 18:28:03,"10.2",Jun 29 2024 18:29:01
